Akiachak,60.8755,-161.4255
Akiak,60.9122,-161.2139
Akin,37.9892,-88.7546
Akron,41.1537,-81.6374
Akutan,54.1308,-165.8839
Alabaster,33.224,-86.773
Alachua,29.8142,-82.4909
Aladdin,44.7715,-104.2715
Alakanuk,62.4491,-164.3887
Alamance,36.0351,-79.4858
Alameda,37.7735,-122.2788
Alamo,37.8495,-121.9764
Alamogordo,32.8426,-105.9891
Alamosa,37.4625,-105.7804
Alanreed,35.2126,-100.7343
Alanson,45.4032,-84.7281
Alapaha,31.3731,-83.1806
Alaska Peninsula Nwr,57.1588,-154.08
Alba,32.7948,-95.636
Albany,42.6849,-73.8318
Albemarle,35.34,-80.2108
Albers,38.5129,-89.6058
Albert,35.2032,-98.3574
Albert City,42.7562,-94.9877
Albert Lea,43.6583,-93.3759
Alberta,36.8679,-77.9259
Alberton,46.8646,-114.598
Albertson,40.7702,-73.6514
Albertville,34.2519,-86.2571
Albia,41.0336,-92.845
Albin,41.4478,-104.2664
Albion,42.2935,-84.7509
Alborn,46.9769,-92.6702
Albright,39.5547,-79.6446
Albrightsville,40.9923,-75.5777
Albuquerque,35.0441,-106.8904
Alburg,44.9283,-73.2775
Alburnett,42.1567,-91.6378
Alburtis,40.4543,-75.66
Alcalde,36.0889,-106.0536
Alcester,42.9742,-96.6319
Alcoa,35.8012,-83.9853
Alcolu,33.7878,-80.1541
Alcova,42.6687,-107.055
Alcove,42.4825,-73.9367
Alda,40.8575,-98.4595
Alden,43.6467,-93.5451
Alder,45.3238,-112.1072
Alder Creek,43.4228,-75.2209
Alderpoint,40.182,-123.6069
Alderson,34.9001,-95.6919
Aldie,38.9636,-77.6131
Aldrich,37.536,-93.5826
Aledo,32.6655,-97.6125
Aleknagik,59.2473,-158.6226
Aleppo,39.7848,-80.4884
Alex,34.9413,-97.7366
Alexander,34.6574,-92.5295
Alexander City,32.9061,-85.937
Alexandria,38.8177,-77.1527
Alexandria Bay,44.3326,-75.885
Alexis,35.4036,-81.101
Alford,30.6363,-85.3757
Alfred,42.2541,-77.7907
Alfred Station,42.2414,-77.7916
Alger,44.1443,-84.1708
Algodones,35.354,-106.3799
Algoma,44.6069,-87.5174
Algona,43.0676,-94.2232
Algonac,42.6376,-82.5823
Algonquin,42.1617,-88.3285
Alhambra,34.0905,-118.1344
Alice,27.7039,-98.0844
Aliceville,33.1071,-88.1528
Alicia,35.9596,-91.0828
Alief,29.834,-95.4342
Aline,36.4777,-98.5327
Aliquippa,40.589,-80.3279
Aliso Viejo,33.5717,-117.7289
Alix,35.4101,-93.7267
Alkol,38.1506,-81.9346
Allakaket,66.5766,-152.9535
Allamuchy,40.9218,-74.8102
Allardt,36.3844,-84.7543
Alledonia,39.8972,-80.967
Alleene,33.7701,-94.2605
Allegan,42.5602,-85.8586
Allegany,42.1518,-78.5319
Alleghany,39.4656,-120.8461
Alleman,41.8058,-93.6099
Allen,33.1122,-96.6938
Allen Junction,37.5893,-81.3507
Allen Park,42.2654,-83.208
Allendale,40.4856,-94.2886
Allenhurst,40.2397,-74.0078
Allenport,40.0983,-79.8507
Allenspark,40.2092,-105.5692
Allensville,40.5413,-77.7951
Allenton,43.4684,-88.3714
Allentown,40.5844,-75.6246
Allenwood,40.1415,-74.0999
Allerton,40.6671,-93.3842
Alleyton,29.6923,-96.4265
Allgood,33.912,-86.5094
Alliance,40.9157,-81.133
Allied,39.3892,-80.2751
Alligator,34.1024,-90.7611
Allison,42.7449,-92.8318
Allison Park,40.5725,-79.9579
Allons,36.5188,-85.3481
Allouez,47.3646,-88.3515
Alloway,39.5609,-75.3624
Alloy,38.1376,-81.2743
Allport,40.9515,-78.1942
Allred,36.3143,-85.2032
Allston,42.3596,-71.1287
Allyn,47.3759,-122.8419
Alma,43.3792,-84.6671
Alma Center,44.4483,-90.9446
Almelund,45.4913,-92.7855
Almena,45.4071,-92.0246
Almira,47.7237,-118.936
Almo,36.6942,-88.2881
Almond,42.3137,-77.8612
Almont,42.9358,-83.044
Almyra,34.3828,-91.3883
Alna,44.0845,-69.6278
Alpaugh,35.8877,-119.4873
Alpena,45.0657,-83.4551
Alpha,39.7117,-84.0233
Alpharetta,34.133,-84.3005
Alpine,32.8002,-116.71
Alplaus,42.8539,-73.9031
Alsea,44.3534,-123.6509
Alsen,48.6525,-98.5796
Alsey,39.5606,-90.434
Alsip,41.6714,-87.7371
Alstead,43.1351,-72.3392
Alston,32.0807,-82.4776
Alta,42.706,-95.3188
Alta Vista,38.8951,-96.4602
Altadena,34.2005,-118.1362
Altair,29.5915,-96.482
Altamahaw,36.1843,-79.5072
Altamont,42.6907,-74.0225
Altamonte Springs,28.6653,-81.4188
Altaville,38.0838,-120.5619
Altavista,37.1493,-79.2328
Altenburg,37.5874,-89.5903
Altha,30.5148,-85.1605
Altheimer,34.3068,-91.8441
Altmar,43.4877,-75.9502
Alto,34.443,-83.5802
Alto Pass,37.5707,-89.3535
Alton,38.9455,-90.1282
Alton Bay,43.4993,-71.2751
Altona,44.8462,-73.5491
Altonah,40.4716,-110.3273
Altoona,40.5172,-78.3662
Altura,44.129,-91.9592
Alturas,41.4384,-120.534
Altus,34.6182,-99.2732
Altus Afb,34.5982,-99.4408
Alum Bank,40.2048,-78.6298
Alum Bridge,39.0497,-80.6724
Alum Creek,38.2493,-81.7578
Alva,26.7416,-81.6363
Alvada,41.0429,-83.42
Alvadore,44.1268,-123.2645
Alvarado,32.43,-97.1929
Alvaton,36.8611,-86.3474
Alverda,40.6303,-78.857
Alverton,40.1353,-79.5987
Alvin,29.3656,-95.2525
Alviso,37.4412,-121.9905
Alvo,40.878,-96.3884
Alvord,33.3537,-97.6778
Alvordton,41.6702,-84.4569
Alzada,45.2398,-104.5391
Ama,29.9411,-90.3036
Amado,31.7172,-111.0226
Amador City,38.4194,-120.8241
Amagansett,40.9737,-72.1437
Amagon,35.5543,-91.0774
Amalia,36.942,-105.4544
Amana,41.8,-91.8707
Amanda,39.6436,-82.7613
Amanda Park,47.4727,-123.9219
Amargosa Valley,36.5349,-116.473
Amarillo,35.2006,-101.821
Amasa,46.2327,-88.4488
Amawalk,41.2924,-73.7623
Amazon,46.3202,-112.1072
Amazonia,39.8887,-94.9089
Amber,35.1526,-97.8514
Amberg,45.4839,-88.0587
Amberson,40.1704,-77.6772
Ambia,40.4803,-87.5001
Ambler,40.1843,-75.2168
Amboy,43.9028,-94.1787
Ambridge,40.5996,-80.2078
Ambrose,31.5449,-83.0214
Amelia,39.0131,-84.2049
Amelia Court House,37.3479,-77.9724
Amenia,41.8506,-73.5783
America,33.7379,-87.2525
American Canyon,38.189,-122.2541
American Falls,42.7275,-112.9902
American Fork,40.393,-111.7838
Americus,32.0535,-84.1223
Amery,45.3314,-92.3695
Ames,42.03,-93.5905
Amesbury,42.8541,-70.9521
Amesville,39.4278,-81.9215
Amf Ohare,41.9724,-87.8951
Amherst,41.3568,-82.262
Amherst Junction,44.5313,-89.3046
Amherstdale,37.7826,-81.7709
Amidon,46.4869,-103.3276
Amigo,37.6033,-81.54
Amissville,38.7016,-78.0009
Amistad,35.911,-103.208
Amite,30.7308,-90.6098
Amity,45.1076,-123.2325
Amityville,40.6862,-73.4123
Amlin,40.0537,-83.218
Amma,38.5756,-81.2614
Ammon,37.2113,-77.7681
Amo,39.6881,-86.6136
Amonate,37.191,-81.6387
Amoret,38.255,-94.5538
Amorita,36.9483,-98.2738
Amory,33.9454,-88.408
Amsterdam,42.9694,-74.1224
Amston,41.6276,-72.3727
Anabel,39.7429,-92.3282
Anacoco,31.215,-93.3729
Anaconda,46.1241,-112.9701
Anacortes,48.4648,-122.6092
Anadarko,35.0583,-98.2424
Anaheim,33.8312,-117.8673
Anahola,22.1423,-159.3139
Anahuac,29.6824,-94.6512
Anaktuvuk Pass,68.1433,-151.7358
Analomink,41.0512,-75.2205
Anamoose,47.8689,-100.2197
Anamosa,42.1386,-91.2483
Anatone,46.0829,-117.2752
Anawalt,37.344,-81.4151
Anchor,40.5377,-88.4989
Anchor Point,59.8224,-151.5983
Anchorage,61.2231,-149.8528
Anchorville,42.8241,-82.6652
Ancona,41.044,-88.8727
Ancram,42.0658,-73.655
Ancramdale,42.0316,-73.575
Andale,37.7646,-97.6351
Andalusia,31.2487,-86.5897
Anderson,40.4458,-122.3548
Anderson Island,47.1558,-122.7074
Andersonville,32.1831,-84.0456
Andes,42.1686,-74.7891
Andover,42.6489,-71.1655
Andreas,40.7447,-75.8181
Andrew,42.1533,-90.5922
Andrews,33.4465,-79.6251
Andrews Afb,38.8053,-76.8746
Andrews Air Force Base,38.8061,-76.8754
Aneta,47.7044,-98.0094
Aneth,37.2161,-109.1871
Angel Fire,36.3931,-105.285
Angela,46.018,-106.992
Angeles,31.9015,-103.9624
Angelica,42.35,-77.9756
Angelo,43.9708,-90.7779
Angels Camp,38.0468,-120.6134
Angelus Oaks,34.181,-116.8654
Angie,30.9138,-89.8703
Angier,35.4832,-78.6798
Angle Inlet,49.3209,-94.9222
Angleton,29.1851,-95.4554
Anglin,48.6568,-119.2892
Angola,42.6326,-79.0278
Angoon,57.4465,-134.4846
Angora,41.8439,-102.9412
Anguilla,32.9531,-90.802
Angwin,38.5771,-122.4411
Aniak,61.2079,-158.6081
Animas,31.7838,-108.7683
Anita,41.0105,-78.9587
Aniwa,45.0274,-89.3028
Ankeny,41.7248,-93.6017
Anmoore,39.2568,-80.2923
Ann Arbor,42.2734,-83.7133
Anna,37.4444,-89.1705
Anna Maria,27.5312,-82.7334
Annabella,38.7091,-112.0599
Annada,39.2779,-90.812
Annandale,45.2603,-94.1308
Annandale On Hudson,42.0124,-73.8983
Annandale-on-hudson,42.0129,-73.9082
Annapolis,38.9879,-76.5454
Annapolis Junction,39.1293,-76.7671
Annawan,41.4244,-89.9291
Anniston,33.6965,-85.682
Annona,33.4996,-94.8784
Annville,40.3443,-76.5512
Anoka,45.2874,-93.4336
Anselmo,41.7065,-99.8542
Ansley,41.3143,-99.376
Anson,32.7494,-99.8959
Ansonia,41.3433,-73.0654
Ansonville,35.1056,-80.1097
Ansted,38.1455,-81.1125
Antelope,38.7161,-121.3626
Antes Fort,41.1917,-77.2239
Anthem,33.8673,-112.1468
Anthon,42.3728,-95.9227
Anthony,31.995,-106.7325
Antigo,45.1027,-89.191
Antimony,38.0936,-112.0043
Antioch,36.0371,-86.6372
Antler,48.9174,-101.267
Antlers,34.2075,-95.6283
Antoine,34.0067,-93.4247
Anton,39.7794,-103.0005
Anton Chico,35.2127,-105.1771
Antonito,37.1107,-105.9964
Antrim,43.0597,-71.9817
Antwerp,44.2465,-75.6269
Anvik,62.6337,-160.2094
Anza,33.5325,-116.6815
Apache,34.9131,-98.4139
Apache Junction,33.4151,-111.5496
Apalachicola,29.7258,-84.9832
Apalachin,42.0503,-76.1751
Apex,35.7114,-78.8862
Apison,35.0206,-85.0131
Aplington,42.6077,-92.9128
Apo,0,0
Apollo,40.5405,-79.5862
Apollo Beach,27.7713,-82.4143
Apopka,28.6616,-81.5307
Appalachia,36.9457,-82.7779
Apple Creek,40.7384,-81.7905
Apple Grove,38.6588,-82.1131
Apple River,42.4541,-90.1115
Apple Springs,31.2706,-94.9571
Apple Valley,34.5776,-117.1592
Applegate,39.0006,-120.997
Appleton,44.3385,-88.4042
Appleton City,38.134,-94.0157
Appling,33.5928,-82.3033
Appomattox,37.3543,-78.7583
Aptos,37.0082,-121.8777
Apulia Station,42.8187,-76.0724
Aquasco,38.5863,-76.7128
Aquashicola,40.8112,-75.5902
Aquebogue,40.9445,-72.627
Aquilla,31.8214,-97.2501
Arab,34.3122,-86.5049
Arabi,29.9681,-89.9853
Aragon,34.0814,-85.0752
Aransas Pass,27.9709,-97.155
Arapaho,35.6314,-99.0312
Arapahoe,40.3744,-99.8812
Ararat,36.3922,-80.5847
Arbela,40.5042,-91.9995
Arboles,37.0733,-107.4331
Arbon,42.5392,-112.5526
Arbovale,38.4809,-79.8004
Arbuckle,39.0274,-122.044
Arbyrd,36.0506,-90.2371
Arcade,42.5856,-78.3869
Arcadia,32.5684,-92.8844
Arcanum,39.9858,-84.5325
Arcata,40.8536,-124.0502
Arch Cape,45.829,-123.9621
Archbald,41.4979,-75.5476
Archbold,41.5375,-84.301
Archer,29.5526,-82.5223
Archer City,33.5886,-98.6995
Archibald,32.349,-91.7773
Archie,38.513,-94.2926
Arco,44.4008,-96.1806
Arcola,39.6753,-88.296
Arctic,41.7032,-71.5284
Arctic Village,68.0987,-145.5793
Ardara,40.3597,-79.7326
Arden,35.4589,-82.6035
Ardenvoir,47.7373,-120.369
Ardmore,40.0024,-75.3008
Ardsley,41.0101,-73.8413
Ardsley On Hudson,41.0253,-73.8681
Ardsley-on-hudson,41.0251,-73.8704
Aredale,42.8325,-93.0238
Arena,43.1274,-89.9393
Arenas Valley,32.7971,-108.1682
Arendtsville,39.9231,-77.2986
Arenzville,39.8873,-90.4165
Argenta,39.9527,-88.8222
Argillite,38.4481,-82.8419
Argonia,37.2558,-97.7173
Argonne,45.7337,-88.8092
Argos,41.223,-86.25
Argusville,47.0637,-96.9729
Argyle,33.1088,-97.1665
Ariel,46.0183,-122.4759
Arimo,42.547,-112.2876
Arion,41.9647,-95.443
Aripeka,28.4322,-82.6643
Arispe,40.9494,-94.2191
Aristes,40.8184,-76.3383
Ariton,31.5871,-85.6963
Arivaca,31.5976,-111.3063
Arizona City,32.7559,-111.671
Arjay,36.8567,-83.6328
Ark,37.4385,-76.5758
Arkabutla,34.699,-90.1223
Arkadelphia,34.0268,-93.0644
Arkansas City,37.0931,-96.9558
Arkansaw,44.6152,-92.0776
Arkdale,44.0618,-89.8986
Arkoma,35.3273,-94.4861
Arkport,42.422,-77.7319
Arkville,42.098,-74.5534
Arlee,47.1688,-114.0006
Arley,34.0881,-87.1841
Arlington,38.86,-77.0987
Arlington Heights,42.113,-87.9807
Arlngtn,31.4772,-84.6992
Arma,37.5575,-94.7051
Armada,42.85,-82.9234
Armagh,40.4681,-79.0451
Armbrust,40.3602,-79.4398
Armington,40.3429,-89.3258
Arminto,42.9662,-106.807
Armona,36.3166,-119.7103
Armonk,41.1309,-73.6942
Armorel,35.9201,-89.7981
Armour,43.3128,-98.3828
Armstrong,40.2606,-87.92
Armstrong Creek,45.6274,-88.4943
Armuchee,34.4773,-85.1565
Arnaudville,30.4297,-91.9228
Arnegard,47.7355,-103.4671
Arnett,36.0518,-99.6563
Arnold,38.4231,-90.4006
Arnold A F B,35.4976,-86.0748
Arnold Afb,35.4976,-86.0748
Arnolds Park,43.3582,-95.1142
Arnoldsburg,38.8153,-81.1276
Arnoldsville,33.8689,-83.2391
Arnot,41.6626,-77.123
Arock,42.9158,-117.4804
Aroda,38.3232,-78.2274
Aroma Park,41.0797,-87.8114
Aromas,36.8762,-121.6367
Arona,40.2691,-79.6576
Arp,32.2787,-95.0674
Arpin,44.547,-90.0326
Arrey,32.7446,-107.4195
Arriba,39.3468,-103.2763
Arrington,37.7071,-78.9376
Arrow,46.4779,-116.7679
Arrow Rock,39.0697,-92.9466
Arrowsmith,40.4205,-88.6416
Arroyo Grande,35.1665,-120.4376
Arroyo Hondo,36.5436,-105.6798
Arroyo Seco,36.5287,-105.5455
Art,30.7868,-99.0452
Artemas,39.7705,-78.406
Artemus,36.7908,-83.819
Artesia,32.8423,-104.4033
Artesia Wells,28.28,-99.2845
Artesian,44.0229,-98.0107
Arthur,39.6926,-88.4547
Arthur City,33.8636,-95.6111
Arthurdale,39.4951,-79.8151
Artie,37.9404,-81.3739
Artois,39.6196,-122.1939
Arvada,39.7941,-105.1019
Arverne,40.595,-73.7876
Arvilla,47.9259,-97.4942
Arvin,35.08,-118.7965
Arvonia,37.6714,-78.3997
Ary,37.3745,-83.1339
Asbury,40.6753,-75.0223
Asbury Park,40.2434,-74.0387
Ascutney,43.407,-72.407
Ash,34.0702,-78.4839
Ash Flat,36.2201,-91.6421
Ash Fork,35.1307,-112.5227
Ash Grove,37.2647,-93.6026
Ashaway,41.4314,-71.7633
Ashburn,39.0335,-77.4838
Ashburnham,42.6541,-71.922
Ashby,46.0661,-95.7907
Ashcamp,37.2516,-82.4599
Ashdown,33.6703,-94.1151
Asheboro,35.7079,-79.8136
Asher,35.0141,-96.9101
Asherton,28.4218,-99.7446
Asheville,35.5683,-82.6272
Ashfield,42.5148,-72.8091
Ashford,31.1841,-85.2492
Ashippun,43.212,-88.5162
Ashkum,40.8699,-87.9763
Ashland,37.7563,-77.4888
Ashland City,36.2833,-87.0121
Ashley,38.2927,-89.175
Ashley Falls,42.0678,-73.3186
Ashmore,39.5206,-88.041
Ashtabula,41.8528,-80.7905
Ashton,39.1516,-77.0018
Ashuelot,42.7828,-72.4421
Ashville,39.722,-82.9215
Ashwood,44.7,-120.7231
Asia,35.244,-86.0903
Askov,46.2155,-92.7473
Asotin,46.1759,-117.1687
Aspen,39.1556,-106.7454
Aspermont,33.2093,-100.2669
Aspers,39.9758,-77.2294
Aspinwall,41.9117,-95.135
Assaria,38.6716,-97.5758
Assawoman,37.8568,-75.5204
Assonet,41.7826,-71.0493
Assumption,39.5367,-89.0205
Astatula,28.7017,-81.7204
Aston,39.8671,-75.428
Astor,29.1613,-81.56
Astoria,40.2405,-90.3081
Astral,41.3439,-79.772
Atalissa,41.6206,-91.1698
Atascadero,35.4573,-120.7192
Atascosa,29.2813,-98.7356
Atchison,39.5505,-95.1273
Atco,39.7703,-74.826
Atglen,39.935,-75.9632
Athelstane,45.4659,-88.1379
Athena,45.8363,-118.5179
Athens,42.2823,-73.8294
Atherton,37.4498,-122.2004
Athol,47.9676,-116.6809
Athol Springs,42.7698,-78.8664
Atka,52.2354,-174.1682
Atkins,36.8836,-81.3919
Atkinson,42.8371,-71.1599
Atlanta,33.8477,-84.2814
Atlantic,41.411,-95.0122
Atlantic Beach,40.5887,-73.7305
Atlantic City,39.3652,-74.4378
Atlantic Highlands,40.4033,-74.0364
Atlantic Mine,47.102,-88.7328
Atlas,42.9378,-83.5344
Atlasburg,40.3453,-80.3904
Atmore,31.1742,-87.4985
Atoka,34.3726,-96.1918
Atomic City,43.4449,-112.8128
Atqasuk,70.4692,-157.3994
Attalla,34.0905,-86.0442
Attapulgus,30.7499,-84.479
Attica,40.2775,-87.204
Attleboro,41.9395,-71.2943
Attleboro Falls,41.9658,-71.3094
Atwater,37.3255,-120.6367
Atwood,39.7993,-101.0944
Au Gres,44.0614,-83.6615
Au Sable Forks,44.4448,-73.7581
Au Train,46.415,-86.8568
Auberry,37.0038,-119.1516
Aubrey,33.2637,-96.9528
Auburn,47.3101,-122.2042
Auburn Hills,42.6644,-83.2303
Auburn University,32.5782,-85.349
Auburndale,28.0795,-81.8037
Auburntown,35.961,-86.0848
Audubon,46.8547,-96.0026
Augusta,33.5242,-82.0926
Augusta Springs,38.1021,-79.3181
Auke Bay,58.3833,-134.6597
Aulander,36.2102,-77.0962
Ault,40.7114,-104.5626
Aultman,40.5692,-79.2641
Aumsville,44.8268,-122.8548
Aurelia,42.7159,-95.4369
Auriesville,42.9295,-74.3165
Aurora,39.7397,-104.794
Austell,33.7814,-84.5874
Austen,39.3882,-79.8009
Austerlitz,42.3096,-73.461
Austin,30.2058,-97.8002
Austinburg,41.7564,-80.8566
Austinville,36.8271,-80.8618
Austwell,28.3903,-96.8422
Autaugaville,32.4526,-86.7091
Autryville,35.0313,-78.6262
Auxier,37.7256,-82.7294
Auxvasse,39.0143,-91.8939
Ava,36.9003,-92.6347
Avalon,33.389,-118.4548
Avant,36.4895,-96.0622
Avawam,37.2245,-83.2752
Avella,40.2489,-80.4374
Avenal,35.9244,-120.1084
Avenel,40.586,-74.2713
Aventura,25.9565,-80.1392
Avenue,38.2741,-76.7511
Avera,33.1415,-82.5683
Averill Park,42.6284,-73.5289
Avery,38.2044,-120.3699
Avery Island,29.9035,-91.9104
Avila Beach,35.18,-120.7318
Avilla,41.3523,-85.251
Avinger,32.8756,-94.5285
Avis,41.1848,-77.3139
Aviston,38.6067,-89.6076
Avoca,43.1451,-90.2889
Avon,41.79,-72.8735
Avon By The Sea,40.1925,-74.016
Avon Lake,41.4969,-82.0176
Avon Park,27.6387,-81.4048
Avondale,33.4442,-112.3178
Avondale Estates,33.771,-84.2632
Avonmore,40.51,-79.5108
Awendaw,33.001,-79.6859
Axis,30.9543,-88.0098
Axson,31.2873,-82.7344
Axtell,39.8922,-96.2762
Axton,36.6695,-79.7148
Ayden,35.4425,-77.4045
Aydlett,36.3235,-75.9304
Ayer,42.5501,-71.5604
Aylett,37.8089,-77.1865
Aynor,33.9771,-79.1293
Ayr,40.4303,-98.4389
Ayrshire,43.0182,-94.8853
Azalea,42.7865,-123.125
Azalia,42.0189,-83.6658
Azle,32.9024,-97.5891
Aztec,36.8716,-107.8885
Azusa,34.1748,-117.8751
B M Goldwater A F Range,33.3846,-112.5517
Babb,48.783,-113.3795
Babbitt,47.6952,-91.9251
Babcock,44.2928,-90.1537
Babson Park,42.2987,-71.2595
Babylon,40.6278,-73.365
Backbone,37.7732,-80.1553
Backus,46.8189,-94.5332
Bacliff,29.4982,-94.9894
Baconton,31.338,-84.1129
Bacova,38.054,-79.8437
Bad Axe,43.7944,-83.0025
Baden,40.6423,-80.1797
Badger,42.6232,-94.1486
Badin,35.4097,-80.1123
Bagdad,34.5034,-113.0714
Baggs,41.0934,-107.7098
Bagley,42.9223,-91.0571
Bagwell,33.7794,-95.1635
Bahama,36.1498,-78.8839
Bahia,38.0966,-122.103
Bailey,39.4526,-105.5522
Bailey Island,43.7413,-69.9926
Baileys Harbor,45.0855,-87.1413
Baileyton,34.3074,-86.6358
Baileyville,45.1285,-67.451
Bainbrdge,30.8887,-84.6178
Bainbridge,42.323,-75.5074
Bainbridge Island,47.6476,-122.5364
Bainville,48.1719,-104.2709
Baird,32.2976,-99.3057
Bairdford,40.6293,-79.8809
Bairoil,42.1522,-107.8143
Baisden,37.5657,-81.8985
Baker,30.5882,-91.1682
Baker City,44.8141,-117.7453
Bakers Mills,43.6148,-74.0249
Bakersfield,35.3832,-119.2272
Bakerstown,40.6538,-79.932
Bakersville,36.0403,-82.1599
Bakerton,39.3629,-77.7631
Bakewell,35.3452,-85.138
Bala Cynwyd,40.0143,-75.2267
Balaton,44.2071,-95.9019
Bald Knob,35.3124,-91.5091
Baldwin,34.4571,-83.4826
Baldwin City,38.8043,-95.2371
Baldwin Park,34.0964,-117.9668
Baldwin Place,41.3422,-73.7449
Baldwinsville,43.1765,-76.364
Baldwinville,42.6032,-72.0864
Baldwyn,34.5119,-88.6423
Balfour,48.0001,-100.5542
Balko,36.6209,-100.7748
Ball,31.4155,-92.4118
Ball Ground,34.341,-84.349
Ballantine,45.893,-108.0957
Ballard,37.5199,-80.7632
Ballengee,37.6171,-80.7206
Ballentine,34.1243,-81.2373
Ballico,37.4775,-120.6568
Ballinger,31.74,-99.9604
Ballouville,41.8768,-71.8612
Ballston Lake,42.9233,-73.8407
Ballston Spa,43.0056,-73.8628
Ballwin,38.6076,-90.5597
Bally,40.4009,-75.5871
Balm,27.7595,-82.2612
Balmorhea,30.9164,-103.6616
Balsam,35.4268,-83.0851
Balsam Grove,35.2456,-82.8944
Balsam Lake,45.4677,-92.376
Balta,48.1667,-100.0371
Baltic,41.6477,-72.0699
Baltimore,39.2904,-76.6122
Bamberg,33.2552,-81.0048
Banco,38.4679,-78.2694
Bancroft,44.3096,-89.5438
Bandana,37.1462,-88.9459
Bandera,29.7331,-99.1294
Bandon,43.0596,-124.368
Bandy,37.1601,-81.6521
Bangall,43.1123,-76.383
Bangor,44.8635,-68.8402
Bangs,31.755,-99.1568
Bank,42.7504,-71.837
Banks,45.6678,-123.1546
Bankston,33.7056,-87.6841
Banner,34.117,-89.3931
Banner Elk,36.1452,-81.838
Banning,33.9227,-116.8336
Bannister,43.1593,-84.4146
Bannock,40.0987,-80.977
Banquete,27.8061,-97.7961
Bantam,41.725,-73.2562
Bantry,48.56,-100.6125
Bapchule,33.1364,-111.8732
Baptistown,40.5218,-75.006
